id,chemID,Temp,KOA,KOA_Error,log_KOA,log_KOA_error,Error_Type,methID,Reliability,Comment
data002340,chem0370,25,840,NA,2.924279286,NA,NA,meth0006,NA,NA
data002341,chem0370,25,NA,NA,2.97,-0.37,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002342,chem0370,25,400,53,2.602059991,n=6; Error is SD,NA,meth0007,NA,NA
data002343,chem0371,25,NA,NA,4.42,-0.74,difference relative to exp value reported by: Hiatt 1998,meth0037,NA,NA
data002344,chem0372,25,NA,NA,7.19,±0.13,Std error of estimate,meth0011,NA,NA
data002345,chem0373,25,33000,NA,4.51851394,NA,NA,meth0006,NA,NA
data002346,chem0373,25,NA,NA,4.59,-0.38,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002347,chem0373,25,16000,2300,4.204119983,n=6; Error is SD,NA,meth0007,NA,NA
data002348,chem0374,25,NA,NA,4.67,-0.62,difference relative to exp value reported by: Hiatt 1998,meth0037,NA,NA
data002349,chem0375,-5,NA,NA,5.53,0.11,Std Dev,meth0053,NA,NA
data002350,chem0375,-3.7,NA,NA,5.47,0.07,Std Dev,meth0053,NA,NA
data002351,chem0375,4.7,NA,NA,5.39,0,Std Dev,meth0056,NA,NA
data002352,chem0375,5.6,NA,NA,5.21,0.07,Std Dev,meth0053,NA,NA
data002353,chem0375,7,NA,NA,5.23,0.07,Std Dev,meth0053,NA,NA
data002354,chem0375,12.2,NA,NA,5.12,0.05,Std Dev,meth0056,NA,NA
data002355,chem0375,19.7,NA,NA,4.87,0.03,Std Dev,meth0056,NA,NA
data002356,chem0375,23,NA,NA,4.76,0.06,Std Dev,meth0053,NA,NA
data002357,chem0375,23.6,NA,NA,4.55,0.02,Std Dev,meth0053,NA,NA
data002358,chem0375,34.9,NA,NA,4.38,0.06,Std Dev,meth0056,NA,NA
data002359,chem0375,40,NA,NA,4.41,0.09,Std Dev,meth0053,NA,NA
data002360,chem0375,40.2,NA,NA,4.14,0.03,Std Dev,meth0053,NA,NA
data002361,chem0375,25,NA,NA,4.645862661,NA,NA,meth0053,NA,NA
data002362,chem0375,25,NA,NA,4.670632232,0.96,r2 of the linear regression,meth0056,NA,NA
data002363,chem0376,25,2400,NA,3.380211242,NA,NA,meth0006,NA,NA
data002364,chem0376,25,NA,NA,3.55,-0.02,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002365,chem0376,25,3400,400,3.531478917,n=6; Error is SD,NA,meth0007,NA,NA
data002366,chem0377,25,490,NA,2.69019608,NA,NA,meth0006,NA,NA
data002367,chem0377,25,NA,NA,2.24,-0.29,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002368,chem0377,25,89,14,1.949390007,n=6; Error is SD,NA,meth0007,NA,NA
data002369,chem0378,25,NA,NA,11.481,NA,NA,meth0012,NA,NA
data002370,chem0378,25,NA,NA,11.13,NA,NA,meth0003,NA,NA
data002371,chem0379,25,NA,NA,14.089,NA,NA,meth0012,NA,NA
data002372,chem0380,25,NA,NA,13.189,NA,NA,meth0012,NA,NA
data002373,chem0381,25,NA,NA,10.355,NA,NA,meth0012,NA,NA
data002374,chem0382,25,NA,NA,13.38,NA,NA,meth0012,NA,NA
data002375,chem0383,25,NA,NA,7.15,NA,NA,meth0052,NA,NA
data002376,chem0384,25,NA,NA,7.08,±0.13,Std error of estimate,meth0011,NA,NA
data002377,chem0385,10,NA,NA,9.66,NA,NA,meth0027,NA,NA
data002378,chem0385,25,NA,NA,9.25,NA,NA,meth0027,NA,NA
data002379,chem0386,25,78,NA,1.892094603,NA,NA,meth0006,NA,NA
data002380,chem0386,25,NA,NA,2.88,-0.33,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002381,chem0386,25,350,170,2.544068044,n=6; Error is SD,NA,meth0007,NA,NA
data002382,chem0387,25,68,NA,1.832508913,NA,NA,meth0006,NA,NA
data002383,chem0387,25,NA,NA,2.79,-0.68,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002384,chem0387,25,130,16,2.113943352,n=6; Error is SD,NA,meth0007,NA,NA
data002385,chem0388,25,8100,NA,3.908485019,NA,NA,meth0006,NA,NA
data002386,chem0388,25,NA,NA,4.13,-0.02,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002387,chem0388,25,13000,1400,4.113943352,n=6; Error is SD,NA,meth0007,NA,NA
data002388,chem0389,25,680,NA,2.832508913,NA,NA,meth0006,NA,NA
data002389,chem0389,25,NA,NA,2.87,-0.03,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002390,chem0389,25,690,60,2.838849091,n=6; Error is SD,NA,meth0007,NA,NA
data002391,chem0390,25,NA,NA,4.15,-0.28,difference relative to exp value reported by: Hiatt 1998,meth0037,NA,NA
data002392,chem0391,25,870,NA,2.939519253,NA,NA,meth0006,NA,NA
data002393,chem0391,25,NA,NA,2.95,-0.02,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002394,chem0391,25,860,70,2.934498451,n=6; Error is SD,NA,meth0007,NA,NA
data002395,chem0392,-3.6,NA,NA,6.85,0.05,Std Dev,meth0053,NA,NA
data002396,chem0392,5.3,NA,NA,6.49,0.08,Std Dev,meth0053,NA,NA
data002397,chem0392,23.6,NA,NA,5.86,±0.14,assumed to be Std Dev,meth0049,NA,also measured: log Kaw = 3.01 ±0.12  log Kow = 8.87 ±0.14
data002398,chem0392,23.6,NA,NA,5.86,0.02,Std Dev,meth0053,NA,NA
data002399,chem0392,24.1,NA,NA,5.75,0.07,Std Dev,meth0053,NA,NA
data002400,chem0392,39.7,NA,NA,5.31,0.1,Std Dev,meth0053,NA,NA
data002401,chem0392,25,NA,NA,5.773879689,NA,NA,meth0053,NA,NA
data002402,chem0392,25,NA,NA,5.67540332,0.996,r2 of the linear regression,meth0056,NA,NA
data002403,chem0393,-5,NA,NA,5.71,0.09,Std Dev,meth0053,NA,NA
data002404,chem0393,-3.6,NA,NA,5.93,0.04,Std Dev,meth0053,NA,NA
data002405,chem0393,5.3,NA,NA,5.63,0.05,Std Dev,meth0053,NA,NA
data002406,chem0393,23,NA,NA,5,0.09,Std Dev,meth0053,NA,NA
data002407,chem0393,23.6,NA,NA,5.72,NA,NA,meth0048,NA,NA
data002408,chem0393,24.1,NA,NA,4.96,0.04,Std Dev,meth0053,NA,NA
data002409,chem0393,24.6,NA,NA,4.96,NA,NA,meth0048,NA,NA
data002410,chem0393,24.6,NA,NA,4.94,±0.08,assumed to be Std Dev,meth0049,NA,also measured: log Kaw = 3.13 ±0.13  log Kow = 8.07 ±0.22
data002411,chem0393,34.8,NA,NA,4.67,0.1,Std Dev,meth0056,NA,NA
data002412,chem0393,39.7,NA,NA,4.57,0.05,Std Dev,meth0053,NA,NA
data002413,chem0393,40,NA,NA,4.54,0.06,Std Dev,meth0053,NA,NA
data002414,chem0393,25,NA,NA,5.17636103,NA,NA,meth0053,NA,NA
data002415,chem0393,25,NA,NA,4.944420594,0.978,r2 of the linear regression,meth0056,NA,NA
data002416,chem0394,10,NA,NA,4.786,?0.19,Relative error to the validation set,meth0030,NA,NA
data002417,chem0394,10,NA,NA,4.79,NA,NA,meth0027,NA,NA
data002418,chem0394,10,NA,NA,4.6,0.09,Std Dev,meth0019,NA,NA
data002419,chem0394,20,NA,NA,4.57,?0.30,Relative error to the validation set,meth0030,NA,NA
data002420,chem0394,20,NA,NA,4.27,0.11,Std Dev,meth0019,NA,NA
data002421,chem0394,25,14000,NA,4.146128036,NA,NA,meth0006,NA,NA
data002422,chem0394,25,NA,NA,4.452,NA,NA,meth0030,NA,NA
data002423,chem0394,25,NA,NA,4.5,NA,NA,meth0027,NA,NA
data002424,chem0394,25,NA,NA,4.56,-0.26,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002425,chem0394,25,20000,3500,4.301029996,n=6; Error is SD,NA,meth0007,NA,NA
data002426,chem0394,30,NA,NA,4.366,?0.41,Relative error to the validation set,meth0030,NA,NA
data002427,chem0394,30,NA,NA,3.96,0.14,Std Dev,meth0019,NA,NA
data002428,chem0394,40,NA,NA,4.128,?0.46,Relative error to the validation set,meth0030,NA,NA
data002429,chem0394,40,NA,NA,3.67,0.16,Std Dev,meth0019,NA,NA
data002430,chem0394,50,NA,NA,3.4,0.18,Std Dev,meth0019,NA,NA
data002431,chem0394,25,NA,NA,4.112160473,NA,NA,meth0019,NA,NA
data002432,chem0395,-3.6,NA,NA,5.08,0.05,Std Dev,meth0053,NA,NA
data002433,chem0395,-3.6,NA,NA,5.23,0.05,Std Dev,meth0053,NA,NA
data002434,chem0395,5.3,NA,NA,4.79,0.04,Std Dev,meth0053,NA,NA
data002435,chem0395,5.7,NA,NA,4.81,0.02,Std Dev,meth0056,NA,NA
data002436,chem0395,12.2,NA,NA,4.53,0.08,Std Dev,meth0056,NA,NA
data002437,chem0395,21.7,NA,NA,4.4,NA,NA,meth0048,NA,NA
data002438,chem0395,21.7,NA,NA,4.29,±0.03,assumed to be Std Dev,meth0049,NA,also measured: log Kaw = 2.69 ±0.13  log Kow = 6.89 ±0.15
data002439,chem0395,23,NA,NA,4.43,0.11,Std Dev,meth0053,NA,NA
data002440,chem0395,24.1,NA,NA,4.22,0.03,Std Dev,meth0053,NA,NA
data002441,chem0395,34.8,NA,NA,4.04,0.07,Std Dev,meth0056,NA,NA
data002442,chem0395,39.7,NA,NA,3.92,0.06,Std Dev,meth0053,NA,NA
data002443,chem0395,40,NA,NA,4.02,0.12,Std Dev,meth0053,NA,NA
data002444,chem0395,25,NA,NA,4.310445975,NA,NA,meth0053,NA,NA
data002445,chem0395,25,NA,NA,4.283865504,0.968,r2 of the linear regression,meth0056,NA,NA
data002446,chem0396,25,33,NA,1.51851394,NA,NA,meth0006,NA,NA
data002447,chem0396,25,NA,NA,2.73,-0.22,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002448,chem0396,25,320,80,2.505149978,n=6; Error is SD,NA,meth0007,NA,NA
data002449,chem0397,25,520,NA,2.716003344,NA,NA,meth0006,NA,NA
data002450,chem0397,25,NA,NA,2.6,-0.3,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002451,chem0397,25,200,30,2.301029996,n=6; Error is SD,NA,meth0007,NA,NA
data002452,chem0398,25,2900,NA,3.462397998,NA,NA,meth0006,NA,NA
data002453,chem0398,25,NA,NA,5.34,-1.04,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002454,chem0398,25,20000,5100,4.301029996,n=6; Error is SD,NA,meth0007,NA,NA
data002455,chem0399,25,NA,NA,10.12,NA,NA,meth0027,NA,NA
data002456,chem0399,25,NA,NA,10.15,1.91,difference relative to exp value reported by: Abraham et al. 2001,meth0037,NA,NA
data002457,chem0400,25,13000,NA,4.113943352,NA,NA,meth0006,NA,NA
data002458,chem0400,25,NA,NA,3.73,0.16,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002459,chem0400,25,7700,270,3.886490725,n=6; Error is SD,NA,meth0007,NA,NA
data002460,chem0401,10,NA,NA,6.392,?0.24,Relative error to the validation set,meth0030,NA,NA
data002461,chem0401,10,NA,NA,6.09,NA,NA,meth0027,NA,NA
data002462,chem0401,10,NA,NA,6.15,0.05,Std Dev,meth0019,NA,NA
data002463,chem0401,20,NA,NA,6.104,?0.32,Relative error to the validation set,meth0030,NA,NA
data002464,chem0401,20,NA,NA,5.78,0.06,Std Dev,meth0019,NA,NA
data002465,chem0401,25,NA,NA,5.55,NA,NA,meth0014,NA,NA
data002466,chem0401,25,NA,NA,5.946,NA,NA,meth0030,NA,NA
data002467,chem0401,25,NA,NA,5.75,NA,NA,meth0027,NA,NA
data002468,chem0401,25,NA,NA,6.11,-0.56,difference relative to exp value reported by: Abraham et al. 2001,meth0037,NA,NA
data002469,chem0401,30,NA,NA,5.852,?0.42,Relative error to the validation set,meth0030,NA,NA
data002470,chem0401,30,NA,NA,5.43,0.07,Std Dev,meth0019,NA,NA
data002471,chem0401,40,NA,NA,5.49,?0.38,Relative error to the validation set,meth0030,NA,NA
data002472,chem0401,40,NA,NA,5.11,0.09,Std Dev,meth0019,NA,NA
data002473,chem0401,50,NA,NA,4.8,0.1,Std Dev,meth0019,NA,NA
data002474,chem0401,25,NA,NA,5.602450269,NA,NA,meth0019,NA,NA
data002475,chem0402,25,5000000,NA,6.698970004,NA,NA,meth0006,NA,NA
data002476,chem0402,25,NA,NA,6.01,-1.2,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002477,chem0402,25,64000,91000,4.806179974,n=6; Error is SD,NA,meth0007,NA,NA
data002478,chem0403,10,NA,NA,7.69,NA,NA,meth0027,NA,NA
data002479,chem0403,25,NA,NA,7.37,NA,NA,meth0027,NA,NA
data002480,chem0404,20.1,NA,NA,6.4,±0.31,assumed to be Std Dev,meth0049,NA,also measured: log Kaw = -6.84 ±0.34  log Kow = -0.41 ±0.10
data002481,chem0405,25,NA,NA,15.26,r2=0.981,QSAR validation set agreement with predicted,meth0038,NA,NA
data002482,chem0405,25,NA,NA,15.73,0.9862,cross validated correlation coefficient,meth0035,NA,NA
data002483,chem0406,25,820,NA,2.913813852,NA,NA,meth0006,NA,NA
data002484,chem0406,25,NA,NA,4.17,-0.13,difference relative to exp value reported by: Hiatt 1997,meth0037,NA,NA
data002485,chem0406,25,11000,460,4.041392685,n=6; Error is SD,NA,meth0007,NA,NA
data002486,chem0407,-50,NA,NA,8.778,±0.037,Std Error of Prediction,meth0016,NA,NA
data002487,chem0407,-40,NA,NA,9.283,±0.027,Std Error of Prediction,meth0016,NA,NA
data002488,chem0407,-25,NA,NA,9.894,±10.05,Std Error of Prediction,meth0016,NA,NA
data002489,chem0407,-20,NA,NA,10.318,±0.026,Std Error of Prediction,meth0016,NA,NA
data002490,chem0407,20,20790322581,NA,10.318,"0.00E+00,
0%",n=1,meth0010,NA,NA
data002491,chem0407,20,NA,NA,10.054,NA,NA,meth0030,NA,NA
data002492,chem0407,25,NA,NA,9.85,±0.05,Std error of estimate,meth0011,NA,NA
data002493,chem0407,25,NA,NA,9.858,0.19 (0.09),Relative error to the validation set,meth0030,NA,NA
data002494,chem0407,25,NA,NA,9.49,NA,NA,meth0027,NA,NA
data002495,chem0407,25,NA,NA,10.78,-0.73,difference relative to exp value reported by: Harner et al. 2000,meth0037,NA,NA
data002496,chem0407,25,NA,NA,9.91,0.14,relative error to training set value,meth0052,NA,NA
data002497,chem0407,25,NA,NA,9.92,1.3,Relative Error to Harner measurements (%),meth0111,NA,NA
data002498,chem0407,25,NA,NA,10.04343954,NA,NA,meth0010,NA,NA
data002499,chem0407,30,10820542636,NA,10.034,"0.00E+00,
0%",n=2,meth0010,NA,NA
data002500,chem0407,40,1916883117,"7.10E+08,
37.038%",9.271,"1.96E-01,
2.116%","SD,
CV%",meth0010,NA,NA
data002501,chem0407,40,NA,NA,9.136,NA,NA,meth0030,NA,NA
data002502,chem0407,50,600010731.1,"9.85E+07,
16.42%",8.774,"7.16E-02,
0.816%","SD,
CV%",meth0010,NA,NA
data002503,chem0408,10,NA,NA,7.342,?0.08,Relative error to the validation set,meth0030,NA,NA
data002504,chem0408,10,NA,NA,7,NA,NA,meth0027,NA,NA
data002505,chem0408,10,NA,NA,7.26,0.13,Std Dev,meth0019,NA,NA
data002506,chem0408,20,NA,NA,7.002,?0.08,Relative error to the validation set,meth0030,NA,NA
data002507,chem0408,20,NA,NA,6.92,0.04,Std Dev,meth0019,NA,NA
data002508,chem0408,25,NA,NA,6.774,NA,NA,meth0030,NA,NA
data002509,chem0408,25,NA,NA,6.6,NA,NA,meth0027,NA,NA
data002510,chem0408,25,NA,NA,6.73,NA,NA,meth0028,NA,NA
data002511,chem0408,30,NA,NA,6.592,?0.23,Relative error to the validation set,meth0030,NA,NA
data002512,chem0408,30,NA,NA,6.36,0.05,Std Dev,meth0019,NA,NA
data002513,chem0408,40,NA,NA,6.228,?0.17,Relative error to the validation set,meth0030,NA,NA
data002514,chem0408,40,NA,NA,6.06,0.05,Std Dev,meth0019,NA,NA
data002515,chem0408,50,NA,NA,5.83,0.04,Std Dev,meth0019,NA,NA
data002516,chem0408,25,NA,NA,6.623181393,NA,NA,meth0019,NA,NA
data002517,chem0409,0,NA,NA,8.86,NA,evaluated against previously measured data,meth0009,NA,NA
data002518,chem0409,20,NA,NA,8.014,?0.11,Relative error to the validation set,meth0030,NA,NA
data002519,chem0409,20,NA,NA,7.9,NA,evaluated against previously measured data,meth0009,NA,NA
data002520,chem0409,25,NA,NA,8.02,± 0.1,Std Error of Prediction,meth0017,NA,NA
data002521,chem0409,25,NA,NA,8.186,NA,NA,meth0058,NA,NA
data002522,chem0409,25,NA,NA,8.231,NA,NA,meth0059,NA,NA
data002523,chem0409,25,NA,NA,8.55,NA,NA,meth0061,NA,NA
data002524,chem0409,25,NA,NA,8.08,NA,NA,meth0060,NA,NA
data002525,chem0410,25,NA,NA,6.95,NA,NA,meth0028,NA,NA
data002526,chem0411,25,NA,NA,6.96,NA,NA,meth0028,NA,NA
data002527,chem0412,25,NA,NA,6.86,NA,NA,meth0028,NA,NA
data002528,chem0413,25,NA,NA,6.83,NA,NA,meth0028,NA,NA
data002529,chem0414,0,NA,NA,13.36,NA,evaluated against previously measured data,meth0009,NA,NA
data002530,chem0414,20,NA,NA,12.41,?0.45,Relative error to the validation set,meth0030,NA,NA
data002531,chem0414,20,NA,NA,11.96,NA,evaluated against previously measured data,meth0009,NA,NA
data002532,chem0414,25,NA,NA,12.29,± 0.18,Std Error of Prediction,meth0017,NA,NA
data002533,chem0414,25,NA,NA,11.805,NA,NA,meth0058,NA,NA
data002534,chem0414,25,NA,NA,12.557,NA,NA,meth0059,NA,NA
data002535,chem0414,25,NA,NA,11.14,NA,NA,meth0061,NA,NA
data002536,chem0414,25,NA,NA,11.3,NA,NA,meth0060,NA,NA
data002537,chem0415,0,NA,NA,7.54,NA,evaluated against previously measured data,meth0009,NA,NA
data002538,chem0415,20,NA,NA,6.812,?0.16,Relative error to the validation set,meth0030,NA,NA
data002539,chem0415,20,NA,NA,6.65,NA,evaluated against previously measured data,meth0009,NA,NA
data002540,chem0415,25,NA,NA,6.04,± 0.16,Std Error of Prediction,meth0017,NA,NA
data002541,chem0415,25,NA,NA,6.299,NA,NA,meth0058,NA,NA
data002542,chem0415,25,NA,NA,6.645,NA,NA,meth0059,NA,NA
data002543,chem0415,25,NA,NA,5.7,NA,NA,meth0061,NA,NA
data002544,chem0415,25,NA,NA,6.6,NA,NA,meth0060,NA,NA
data002545,chem0416,0,NA,NA,7.9,NA,evaluated against previously measured data,meth0009,NA,NA
data002546,chem0416,20,NA,NA,7.247,?0.25,Relative error to the validation set,meth0030,NA,NA
data002547,chem0416,20,NA,NA,7,NA,evaluated against previously measured data,meth0009,NA,NA
data002548,chem0416,25,NA,NA,6.88,± 0.12,Std Error of Prediction,meth0017,NA,NA
data002549,chem0416,25,NA,NA,7.01,NA,NA,meth0058,NA,NA
data002550,chem0416,25,NA,NA,7.176,NA,NA,meth0059,NA,NA
data002551,chem0416,25,NA,NA,6.18,NA,NA,meth0027,NA,NA
data002552,chem0416,25,NA,NA,6.77,NA,NA,meth0061,NA,NA
data002553,chem0416,25,NA,NA,7.08,NA,NA,meth0060,NA,NA
data002554,chem0417,25,NA,NA,6.86,NA,NA,meth0028,NA,NA
data002555,chem0418,0,NA,NA,11.57,NA,evaluated against previously measured data,meth0009,NA,NA
data002556,chem0418,20,NA,NA,10.876,?0.50,Relative error to the validation set,meth0030,NA,NA
data002557,chem0418,20,NA,NA,10.38,NA,evaluated against previously measured data,meth0009,NA,NA
data002558,chem0418,25,NA,NA,10.77,± 0.15,Std Error of Prediction,meth0017,NA,NA
data002559,chem0418,25,NA,NA,10.304,NA,NA,meth0058,NA,NA
data002560,chem0418,25,NA,NA,10.921,NA,NA,meth0059,NA,NA
data002561,chem0418,25,NA,NA,10.47,NA,NA,meth0061,NA,NA
data002562,chem0418,25,NA,NA,10.8,NA,NA,meth0060,NA,NA
data002563,chem0419,25,NA,NA,6.96,NA,NA,meth0028,NA,NA
data002564,chem0420,10,NA,NA,7.342,?0.06,Relative error to the validation set,meth0030,NA,NA
data002565,chem0420,10,NA,NA,7.14,NA,NA,meth0027,NA,NA
data002566,chem0420,10,NA,NA,7.28,0.12,Std Dev,meth0019,NA,NA
data002567,chem0420,20,NA,NA,7.002,?0.05,Relative error to the validation set,meth0030,NA,NA
data002568,chem0420,20,NA,NA,6.95,0.04,Std Dev,meth0019,NA,NA
data002569,chem0420,25,NA,NA,6.774,NA,NA,meth0030,NA,NA
data002570,chem0420,25,NA,NA,6.74,NA,NA,meth0027,NA,NA
data002571,chem0420,25,NA,NA,7.02,NA,NA,meth0028,NA,NA
data002572,chem0420,30,NA,NA,6.592,?0.21,Relative error to the validation set,meth0030,NA,NA
data002573,chem0420,30,NA,NA,6.38,0.05,Std Dev,meth0019,NA,NA
data002574,chem0420,40,NA,NA,6.228,?0.15,Relative error to the validation set,meth0030,NA,NA
data002575,chem0420,40,NA,NA,6.08,0.05,Std Dev,meth0019,NA,NA
data002576,chem0420,50,NA,NA,5.85,0.04,Std Dev,meth0019,NA,NA
data002577,chem0420,25,NA,NA,6.658221827,NA,NA,meth0019,NA,NA
data002578,chem0421,10,NA,NA,7.56,NA,NA,meth0027,NA,NA
data002579,chem0421,25,NA,NA,7.44,± 0.05,Std Error of Prediction,meth0022,NA,NA
data002580,chem0421,25,NA,NA,7.16,NA,NA,meth0027,NA,NA
data002581,chem0421,25,NA,NA,7.37,NA,NA,meth0028,NA,NA
data002582,chem0421,25,NA,NA,7.36,1.2,Relative Error to Harner measurements (%),meth0029,NA,NA
data002583,chem0422,10,173000000,NA,8.238046103,NA,n = 1,meth0008,NA,NA
data002584,chem0422,10,NA,NA,7.56,NA,NA,meth0027,NA,NA
data002585,chem0422,20,70900000,16300000,7.850646235,NA,"SD of KOA, n=5",meth0008,NA,NA
data002586,chem0422,25,NA,NA,7.67,± 0.06,Std Error of Prediction,meth0022,NA,NA
data002587,chem0422,25,NA,NA,7.16,NA,NA,meth0027,NA,NA
data002588,chem0422,25,NA,NA,7.39,NA,NA,meth0028,NA,NA
data002589,chem0422,25,NA,NA,7.62,0.8,Relative Error to Harner measurements (%),meth0029,NA,NA
data002590,chem0422,25,NA,NA,7.56,NA,NA,meth0008,NA,NA
data002591,chem0422,30,19400000,NA,7.28780173,NA,n=2,meth0008,NA,NA
data002592,chem0422,40,7640000,870000,6.883093359,NA,"SD of KOA, n=3",meth0008,NA,NA
data002593,chem0422,50,3920000,90000,6.593286067,NA,"SD of KOA, n=3",meth0008,NA,NA
data002594,chem0423,0,NA,NA,9.55,NA,evaluated against previously measured data,meth0009,NA,NA
data002595,chem0423,20,NA,NA,8.678,?0.12,Relative error to the validation set,meth0030,NA,NA
data002596,chem0423,20,NA,NA,8.56,NA,evaluated against previously measured data,meth0009,NA,NA
data002597,chem0423,25,NA,NA,8.01,± 0.13,Std Error of Prediction,meth0017,NA,NA
data002598,chem0423,25,NA,NA,8.89,NA,NA,meth0058,NA,NA
data002599,chem0423,25,NA,NA,8.584,NA,NA,meth0059,NA,NA
data002600,chem0423,25,NA,NA,8.59,NA,NA,meth0061,NA,NA
data002601,chem0423,25,NA,NA,8.48,NA,NA,meth0060,NA,NA
data002602,chem0424,25,NA,NA,7.98,± 0.1,Std Error of Prediction,meth0017,NA,NA
data002603,chem0424,25,NA,NA,7.947,NA,NA,meth0058,NA,NA
data002604,chem0424,25,NA,NA,7.911,NA,NA,meth0059,NA,NA
data002605,chem0424,25,NA,NA,8.37,NA,NA,meth0061,NA,NA
data002606,chem0424,25,NA,NA,7.97,NA,NA,meth0060,NA,NA
data002607,chem0425,0,NA,NA,8.71,NA,evaluated against previously measured data,meth0009,NA,NA
data002608,chem0425,20,NA,NA,8.014,?0.21,Relative error to the validation set,meth0030,NA,NA
data002609,chem0425,20,NA,NA,7.8,NA,evaluated against previously measured data,meth0009,NA,NA
data002610,chem0425,25,NA,NA,8.02,± 0.1,Std Error of Prediction,meth0017,NA,NA
data002611,chem0425,25,NA,NA,8.033,NA,NA,meth0058,NA,NA
data002612,chem0425,25,NA,NA,8.019,NA,NA,meth0059,NA,NA
data002613,chem0425,25,NA,NA,7.08,NA,NA,meth0061,NA,NA
data002614,chem0425,25,NA,NA,8,NA,NA,meth0060,NA,NA
data002615,chem0426,25,NA,NA,12.15,±0.12,Std error of estimate,meth0011,NA,NA
data002616,chem0426,25,NA,NA,11.76,NA,NA,meth0027,NA,NA
data002617,chem0426,25,NA,NA,12.25,NA,NA,meth0052,NA,NA
data002618,chem0427,25,NA,NA,9.02,NA,NA,meth0050,NA,NA
data002619,chem0427,25,NA,NA,9.12,NA,relative error to Zhao et al. 2010,meth0051,NA,NA
data002620,chem0428,10,1540000000,NA,9.187520721,NA,n = 1,meth0008,NA,NA
data002621,chem0428,10,NA,NA,8.948,NA,NA,meth0030,NA,NA
data002622,chem0428,10,NA,NA,8.34,NA,NA,meth0027,NA,NA
data002623,chem0428,20,562000000,177000000,8.749736316,NA,"SD of KOA, n=5",meth0008,NA,NA
data002624,chem0428,20,NA,NA,8.536,NA,NA,meth0030,NA,NA
data002625,chem0428,25,NA,NA,8.36,± 0.05,Std Error of Prediction,meth0022,NA,NA
data002626,chem0428,25,NA,NA,8.268,NA,NA,meth0030,NA,NA
data002627,chem0428,25,NA,NA,7.94,NA,NA,meth0027,NA,NA
data002628,chem0428,25,NA,NA,7.97,NA,NA,meth0028,NA,NA
data002629,chem0428,25,NA,NA,8.31,1.7,Relative Error to Harner measurements (%),meth0029,NA,NA
data002630,chem0428,25,NA,NA,8.45,NA,NA,meth0008,NA,NA
data002631,chem0428,30,155000000,NA,8.190331698,NA,n=2,meth0008,NA,NA
data002632,chem0428,30,NA,NA,8.078,NA,NA,meth0030,NA,NA
data002633,chem0428,40,53000000,5500000,7.72427587,NA,"SD of KOA, n=3",meth0008,NA,NA
data002634,chem0428,40,NA,NA,7.59,NA,NA,meth0030,NA,NA
data002635,chem0428,50,24900000,500000,7.396199347,NA,"SD of KOA, n=3",meth0008,NA,NA
data002636,chem0429,10,NA,NA,8.35,NA,NA,meth0027,NA,NA
data002637,chem0429,25,NA,NA,7.95,NA,NA,meth0027,NA,NA
data002638,chem0430,10,NA,NA,9.4,NA,NA,meth0027,NA,NA
data002639,chem0430,25,NA,NA,9.07,NA,NA,meth0027,NA,NA
data002640,chem0431,10,NA,NA,8.33,NA,NA,meth0027,NA,NA
data002641,chem0431,25,NA,NA,7.92,NA,NA,meth0027,NA,NA
data002642,chem0432,25,NA,NA,8.54,±0.13,Std error of estimate,meth0011,NA,NA
data002643,chem0432,25,NA,NA,8.03,NA,NA,meth0027,NA,NA
data002644,chem0433,10,1460000000,NA,9.164352856,NA,n = 1,meth0008,NA,NA
data002645,chem0433,10,NA,NA,8.948,NA,NA,meth0030,NA,NA
data002646,chem0433,10,NA,NA,8.34,NA,NA,meth0027,NA,NA
data002647,chem0433,20,490000000,122000000,8.69019608,NA,"SD of KOA, n=5",meth0008,NA,NA
data002648,chem0433,20,NA,NA,8.536,NA,NA,meth0030,NA,NA
data002649,chem0433,25,NA,NA,8.43,± 0.03,Std Error of Prediction,meth0022,NA,NA
data002650,chem0433,25,NA,NA,8.268,NA,NA,meth0030,NA,NA
data002651,chem0433,25,NA,NA,7.94,NA,NA,meth0027,NA,NA
data002652,chem0433,25,NA,NA,8.17,NA,NA,meth0028,NA,NA
data002653,chem0433,25,NA,NA,8.35,0.7,Relative Error to Harner measurements (%),meth0029,NA,NA
data002654,chem0433,25,NA,NA,8.41,NA,NA,meth0008,NA,NA
